"postal","name","lat","lng"
6791,"Aubange",49.5792831,5.8497214
6792,"Aubange",49.5788211,5.7570326
6800,"Libramont-Chevigny",49.9184200,5.3745800
6810,"Chiny",49.6989693,5.3867430
6811,"Chiny",49.7127741,5.4201396
6812,"Chiny",49.7384451,5.4189218
6813,"Chiny",49.7009054,5.4547742
6820,"Florenville",49.7270823,5.2201330
6821,"Florenville",49.7440858,5.2969666
6823,"Florenville",49.6380977,5.3751218
6824,"Florenville",49.7093680,5.2720366
6830,"Bouillon",49.7892158,5.0905007
6831,"Bouillon",49.8090285,5.1063496
6832,"Bouillon",49.8208082,5.0716756
6833,"Bouillon",49.8577720,5.0476406
6834,"Bouillon",49.8417042,5.1214901
6836,"Bouillon",49.7948320,5.1375114
6838,"Bouillon",49.7923956,5.0175742
6840,"Neufchateau",49.8417539,5.4341770
6850,"Paliseul",49.9037127,5.1345943
6851,"Paliseul",49.8701117,5.1174360
6852,"Paliseul",49.9564800,5.1393273
6853,"Paliseul",49.9296283,5.1652451
6856,"Paliseul",49.8577639,5.1643785
6860,"Léglise",49.8000180,5.5376280
6870,"Saint-Hubert",50.0260067,5.3727272
6880,"Bertrix",49.8541855,5.2535190
6887,"Herbeumont",49.7809500,5.2376000
6890,"Libin",49.9815389,5.2571502
6900,"Marche-En-Famenne",50.2282896,5.3441606
6920,"Wellin",50.0575065,5.0650474
6921,"Wellin",50.0639445,5.1528040
6922,"Wellin",50.0572330,5.1299168
6924,"Wellin",50.0564338,5.0895748
6927,"Tellin",50.0834091,5.2207915
6929,"Daverdisse",50.0203010,5.1182335
6940,"Durbuy",50.3350543,5.4345624
6941,"Durbuy",50.3942787,5.4964063
6950,"Nassogne",50.1109477,5.3664669
6951,"Nassogne",50.1441437,5.4289372
6952,"Nassogne",50.1458721,5.3918429
6953,"Nassogne",50.1347950,5.2963029
6960,"Manhay",50.2908885,5.6614499
6970,"Tenneville",50.0859055,5.4613070
6971,"Tenneville",50.1207914,5.4868123
6972,"Tenneville",50.1016368,5.5642302
6980,"La Roche-En-Ardenne",50.1845991,5.5556243
6982,"La Roche-En-Ardenne",50.2002587,5.6590863
6983,"La Roche-En-Ardenne",50.1401181,5.6219286
6984,"La Roche-En-Ardenne",50.1473227,5.5795416
6986,"La Roche-En-Ardenne",50.1719117,5.4968030
6987,"Rendeux",50.2348339,5.5081521
6990,"Hotton",50.2672800,5.4456800
6997,"Erezée",50.2917200,5.5585300
7000,"Bergen",50.4614181,3.9730745
7011,"Bergen",50.4795587,3.8959785
7012,"Bergen",50.4436812,3.8848899
7020,"Bergen",50.4824521,3.9637863
7021,"Bergen",50.4588978,4.0463096
7022,"Bergen",50.4086525,4.0023346
7024,"Bergen",50.4163978,3.9441308
7030,"Bergen",50.4391342,4.0189381
7031,"Bergen",50.4315042,4.0435520
7032,"Bergen",50.4271996,3.9896660
7033,"Bergen",50.4321532,3.9199815
7034,"Bergen",50.4910915,4.0141000
7040,"Quévy",50.3543123,3.9274387
7041,"Quévy",50.3715710,4.0276327
7050,"Jurbeke",50.5328889,3.9107946
7060,"Zinnik",50.5777389,4.0573135
7061,"Zinnik",50.5216116,4.0307604
7062,"Zinnik",50.5504316,4.0964803
7063,"Zinnik",50.5587853,4.0053315
7070,"Le Roeulx",50.5029297,4.1087311
7080,"Frameries",50.4109400,3.8955100
7090,"Sgravenbrakel",50.6093600,4.1348400
7100,"La Louvière",50.4693850,4.1892216
7110,"La Louvière",50.4765061,4.1348929
7120,"Estinnes",50.4038300,4.1040600
7130,"Binche",50.4278907,4.1185307
7131,"Binche",50.4035303,4.1487094
7133,"Binche",50.3807548,4.2067162
7134,"Binche",50.4228101,4.1884258
7140,"Morlanwelz",50.4523812,4.2297719
7141,"Morlanwelz",50.4411890,4.2527136
7160,"Chapelle-Lez-Herlaimont",50.4712400,4.2808200
7170,"Manage",50.5030300,4.2352900
7180,"Seneffe",50.5285674,4.2721491
7181,"Seneffe",50.5707346,4.2538294
7190,"Ecaussinnes",50.5606000,4.1724000
7191,"Ecaussinnes",50.5648888,4.2004115
7300,"Boussu",50.4258770,3.7969506
7301,"Boussu",50.4250826,3.8212501
7320,"Bernissart",50.4824696,3.6459245
7321,"Bernissart",50.4813246,3.6823497
7322,"Bernissart",50.4645034,3.7228223
7330,"Saint-Ghislain",50.4490864,3.8183635
7331,"Saint-Ghislain",50.4865354,3.8418542
7332,"Saint-Ghislain",50.5091597,3.7837576
7333,"Saint-Ghislain",50.4671082,3.8025278
7334,"Saint-Ghislain",50.4786057,3.7674265
7340,"Colfontaine",50.4142300,3.8459800
7350,"Hensies",50.4323543,3.6846775
7370,"Dour",50.4000125,3.7827922
7380,"Quiévrain",50.4034322,3.6904002
7382,"Quiévrain",50.3843464,3.7213401
7387,"Honnelles",50.3666280,3.6942525
7390,"Quaregnon",50.4443909,3.8645777
7500,"Doornik",50.6056059,3.3880367
7501,"Doornik",50.6028664,3.3473905
7502,"Doornik",50.5758993,3.2925544
7503,"Doornik",50.6237251,3.3437928
7504,"Doornik",50.5852060,3.3300918
7506,"Doornik",50.5745401,3.3507753
7520,"Doornik",50.6486421,3.2889282
7521,"Doornik",50.5888781,3.4130931
7522,"Doornik",50.6222615,3.3040773
7530,"Doornik",50.5912975,3.4768924
7531,"Doornik",50.6226778,3.4685791
7532,"Doornik",50.6212216,3.5172260
7533,"Doornik",50.6360198,3.5130098
7534,"Doornik",50.5994378,3.5511195
7536,"Doornik",50.5921900,3.4387783
7538,"Doornik",50.5695367,3.5107552
7540,"Doornik",50.6337413,3.4455401
7542,"Doornik",50.6658548,3.4128557
7543,"Doornik",50.6547921,3.4359178
7548,"Doornik",50.6118785,3.4278732
7600,"Péruwelz",50.5149368,3.6013594
7601,"Péruwelz",50.5288513,3.5865422
7602,"Péruwelz",50.5459113,3.6053344
7603,"Péruwelz",50.4998466,3.6091899
7604,"Péruwelz",50.5474037,3.5567339
7608,"Péruwelz",50.5118175,3.5339674
7610,"Rumes",50.5548870,3.3022239
7611,"Rumes",50.5313845,3.3085550
7618,"Rumes",50.5435221,3.3372879
7620,"Brunehaut",50.5417750,3.3978021
7621,"Brunehaut",50.5205632,3.3875738
7622,"Brunehaut",50.5196989,3.4437238
7623,"Brunehaut",50.5008205,3.3807184
7624,"Brunehaut",50.5146855,3.3490219
7640,"Antoing",50.5503239,3.4596501
7641,"Antoing",50.5566184,3.4272573
7642,"Antoing",50.5774415,3.4352037
7643,"Antoing",50.5679535,3.4770475
7700,"Moeskroen",50.7459126,3.2192720
7711,"Moeskroen",50.7314889,3.2986552
7712,"Moeskroen",50.7228271,3.2366679
7730,"Estaimpuis",50.7061529,3.2649740
7740,"Pecq",50.6993740,3.3314663
7742,"Pecq",50.6983273,3.3679529
7743,"Pecq",50.6569162,3.3629852
7750,"Mont-De-Lenclus",50.7403202,3.5052669
7760,"Celles",50.7121072,3.4574913
7780,"Komen",50.7687459,2.9997061
7781,"Komen",50.7897794,2.9672606
7782,"Komen",50.7323288,2.8733669
7783,"Komen",50.7083166,2.8930068
7784,"Komen",50.7515659,2.9359299
7800,"Aat",50.6335009,3.7882733
7801,"Aat",50.6211803,3.7581530
7802,"Aat",50.5933403,3.7460727
7803,"Aat",50.6526848,3.7570750
7804,"Aat",50.6756640,3.7693750
7810,"Aat",50.6163118,3.7999453
7811,"Aat",50.6196114,3.8211603
7812,"Aat",50.6304942,3.7203638
7822,"Aat",50.6472089,3.8454545
7823,"Aat",50.6302806,3.8861843
7830,"Opzullik",50.6488776,3.9235692
7850,"Edingen",50.6947421,4.0418582
7860,"Lessen",50.7047124,3.8348594
7861,"Lessen",50.6955654,3.7966650
7862,"Lessen",50.7170626,3.7749437
7863,"Lessen",50.7369754,3.8022765
7864,"Lessen",50.7349596,3.8636775
7866,"Lessen",50.6931487,3.8702455
7870,"Lens",50.5566281,3.9005909
7880,"Vloesberg",50.7367000,3.7385200
7890,"Elzele",50.7337608,3.6799142
7900,"Leuze-En-Hainaut",50.5971918,3.6241539
7901,"Leuze-En-Hainaut",50.6189969,3.5902699
7903,"Leuze-En-Hainaut",50.6113632,3.6688241
7904,"Leuze-En-Hainaut",50.5654346,3.6444911
7906,"Leuze-En-Hainaut",50.6047746,3.5734912
7910,"Frasnes-Lez-Anvaing",50.6986439,3.5330692
7911,"Frasnes-Lez-Anvaing",50.6749464,3.6280803
7912,"Frasnes-Lez-Anvaing",50.7178650,3.5845404
7940,"Brugelette",50.5991751,3.8545291
7941,"Brugelette",50.6101127,3.8332490
7942,"Brugelette",50.6184767,3.8507361
7943,"Brugelette",50.6092020,3.8955629
7950,"Chièvres",50.5859700,3.8060900
7951,"Chièvres",50.5849033,3.7663933
7970,"Beloeil",50.5317621,3.7256357
7971,"Beloeil",50.5294794,3.6337244
7972,"Beloeil",50.5535743,3.6918368
7973,"Beloeil",50.5011878,3.7093695
8000,"Brugge",51.2093488,3.2247013
8020,"Oostkamp",51.1545056,3.2334111
8200,"Brugge",51.1881666,3.1980587
8210,"Zedelgem",51.1423355,3.1369128
8211,"Zedelgem",51.1282033,3.0925657
8300,"Knokke-Heist",51.3467441,3.2894423
8301,"Knokke-Heist",51.3280406,3.2576367
8310,"Brugge",51.2123935,3.2689639
8340,"Damme",51.2512709,3.2814322
8370,"Blankenberge",51.3123743,3.1327685
8377,"Zuienkerke",51.2649391,3.1539331
8380,"Brugge",51.3135479,3.2124426
8400,"Oostende",51.1995620,2.8721410
8420,"De Haan",51.2500373,3.0380713
8421,"De Haan",51.2598471,3.0638644
8430,"Middelkerke",51.1798869,2.8060231
8431,"Middelkerke",51.1790017,2.8427583
8432,"Middelkerke",51.1755695,2.8761840
8433,"Middelkerke",51.1344175,2.8474254
8434,"Middelkerke",51.1519765,2.7695246
8450,"Bredene",51.2345015,2.9728359
8460,"Oudenburg",51.1836837,3.0068564
8470,"Gistel",51.1562662,2.9676432
8480,"Ichtegem",51.0928542,3.0106022
8490,"Jabbeke",51.1829867,3.0948244
8500,"Kortrijk",50.8194894,3.2577076
8501,"Kortrijk",50.8476320,3.2388691
8510,"Kortrijk",50.7686251,3.2724831
8511,"Kortrijk",50.7753313,3.2183209
8520,"Kuurne",50.8539700,3.2870000
8530,"Harelbeke",50.8455798,3.3121073
8531,"Harelbeke",50.8878092,3.2925625
8540,"Deerlijk",50.8537400,3.3533500
8550,"Zwevegem",50.8080392,3.3505258
8551,"Zwevegem",50.7908923,3.4035918
8552,"Zwevegem",50.7705085,3.3888739
8553,"Zwevegem",50.8085977,3.4210724
8554,"Zwevegem",50.7665549,3.3455713
8560,"Wevelgem",50.8089414,3.1835846
8570,"Anzegem",50.8335097,3.4789005
8572,"Anzegem",50.8128862,3.4953842
8573,"Anzegem",50.8098395,3.4672437
8580,"Avelgem",50.7790895,3.4511795
8581,"Avelgem",50.7960550,3.4931571
8582,"Avelgem",50.7587987,3.4285521
8583,"Avelgem",50.7481579,3.4066968
8587,"Spiere-Helkijn",50.7166670,3.3500000
8600,"Diksmuide",51.0333268,2.8658259
8610,"Kortemark",51.0284506,3.0441096
8620,"Nieuwpoort",51.1285059,2.7480064
8630,"Veurne",51.0731945,2.6680059
8640,"Vleteren",50.9296908,2.7327547
8647,"Lo-Reninge",50.9833330,2.7500000
8650,"Houthulst",50.9773885,2.9457764
8660,"De Panne",51.0962794,2.5905629
8670,"Koksijde",51.1053908,2.6500795
8680,"Koekelare",51.0929037,2.9795836
8690,"Alveringem",51.0122085,2.7130822
8691,"Alveringem",50.9508534,2.6585597
8700,"Tielt",51.0001993,3.3263574
8710,"Wielsbeke",50.9099543,3.3724687
8720,"Dentergem",50.9636502,3.4187357
8730,"Beernem",51.1424812,3.3409529
8740,"Pittem",50.9942681,3.2666639
8750,"Wingene",51.0586500,3.2748000
8755,"Ruiselede",51.0413098,3.3970513
8760,"Meulebeke",50.9506000,3.2863700
8770,"Ingelmunster",50.9232500,3.2628400
8780,"Oostrozebeke",50.9202012,3.3346008
8790,"Waregem",50.8869521,3.4231317
8791,"Waregem",50.8760346,3.3402514
8792,"Waregem",50.8857190,3.3659687
8793,"Waregem",50.9031014,3.3957222
8800,"Roeselare",50.9499310,3.1294450
8810,"Lichtervelde",51.0277074,3.1439095
8820,"Torhout",51.0649800,3.1015700
8830,"Hooglede",50.9785141,3.0814646
8840,"Staden",50.9745786,3.0144880
8850,"Ardooie",50.9790650,3.1988027
8851,"Ardooie",51.0052491,3.1956495
8860,"Lendelede",50.8862994,3.2381931
8870,"Izegem",50.9180785,3.2132193
8880,"Ledegem",50.8549568,3.1274573
8890,"Moorslede",50.8911459,3.0632361
8900,"Ieper",50.8492265,2.8779465
8902,"Ieper",50.8197705,2.9127007
8904,"Ieper",50.8993337,2.8540218
8906,"Ieper",50.8797174,2.8034166
8908,"Ieper",50.8479624,2.8245127
8920,"Langemark-Poelkapelle",50.9135965,2.9200050
8930,"Menen",50.7961693,3.1214422
8940,"Wervik",50.7841504,3.0448876
8950,"Heuvelland",50.7335060,2.8250977
8951,"Heuvelland",50.7551180,2.7909855
8952,"Heuvelland",50.7669715,2.8417068
8953,"Heuvelland",50.7782550,2.9083912
8954,"Heuvelland",50.7977692,2.7468142
8956,"Heuvelland",50.7853730,2.8303268
8957,"Mesen",50.7638555,2.8976699
8958,"Heuvelland",50.7838666,2.7847702
8970,"Poperinge",50.8452065,2.7211761
8972,"Poperinge",50.8884433,2.6526444
8978,"Poperinge",50.8260940,2.6467507
8980,"Zonnebeke",50.8727334,2.9874714
9000,"Gent",51.0678307,3.7290914
9030,"Gent",51.0747998,3.6740266
9031,"Gent",51.0501221,3.6273160
9032,"Gent",51.0921461,3.7043131
9040,"Gent",51.0643361,3.7566349
9041,"Gent",51.0924706,3.7759992
9042,"Gent",51.1287300,3.7871422
9050,"Gent",51.0404198,3.7689782
9051,"Gent",51.0227552,3.6671974
9052,"Gent",51.0003903,3.7139045
9060,"Zelzate",51.1987114,3.8119772
9070,"Destelbergen",51.0607271,3.7977530
9080,"Lochristi",51.0974848,3.8378336
9090,"Melle",51.0036716,3.8003144
9100,"Sint-Niklaas (Prov. Oost-Vlaanderen)",51.1559033,4.1544255
9111,"Sint-Niklaas (Prov. Oost-Vlaanderen)",51.1603405,4.0923026
9112,"Sint-Niklaas (Prov. Oost-Vlaanderen)",51.1629378,4.0172940
9120,"Beveren",51.2132612,4.2581272
9130,"Beveren",51.2810198,4.2364511
9140,"Temse",51.1295500,4.2127500
9150,"Kruibeke",51.1706378,4.3123069
9160,"Lokeren",51.1024238,3.9940517
9170,"Sint-Gillis-Waas",51.2199375,4.1242318
9180,"Moerbeke-Waas",51.1734692,3.9342837
9185,"Wachtebeke",51.1709500,3.8605500
9190,"Stekene",51.2063826,4.0408830
9200,"Dendermonde",51.0254867,4.1019931
9220,"Hamme",51.0902015,4.1402691
9230,"Wetteren",51.0028673,3.8896461
9240,"Zele",51.0700632,4.0402907
9250,"Waasmunster",51.1094708,4.0844665
9255,"Buggenhout",51.0136735,4.2010994
9260,"Wichelen",51.0048213,3.9735809
9270,"Laarne",51.0304277,3.8535642
9280,"Lebbeke",51.0005820,4.1292201
9290,"Berlare",51.0174273,4.0058218
9300,"Aalst",50.9377930,4.0409133
9308,"Aalst",50.9793214,4.0346746
9310,"Aalst",50.9505366,4.1116512
9320,"Aalst",50.9278106,4.0147958
9340,"Lede",50.9658713,3.9773269
9400,"Ninove",50.8336435,4.0188030
9401,"Ninove",50.8176311,4.0026615
9402,"Ninove",50.8223555,4.0493717
9403,"Ninove",50.8024468,4.0618509
9404,"Ninove",50.8441986,3.9438609
9406,"Ninove",50.8452183,3.9905509
9420,"Erpe-Mere",50.9166670,3.9500000
9450,"Haaltert",50.9024400,4.0056515
9451,"Haaltert",50.8852347,3.9826852
9470,"Denderleeuw",50.8841490,4.0707683
9472,"Denderleeuw",50.8750175,4.0477343
9473,"Denderleeuw",50.8988859,4.0486013
9500,"Geraardsbergen",50.7705978,3.8871336
9506,"Geraardsbergen",50.7946427,3.9461797
9520,"Sint-Lievens-Houtem",50.9206626,3.8544167
9521,"Sint-Lievens-Houtem",50.9324092,3.8785784
9550,"Herzele",50.8535314,3.8986569
9551,"Herzele",50.8929099,3.9112329
9552,"Herzele",50.9080365,3.8909074
9570,"Lierde",50.8190695,3.8381658
9571,"Lierde",50.8074376,3.8589603
9572,"Lierde",50.8016319,3.8141474
9600,"Ronse",50.7505367,3.6005095
9620,"Zottegem",50.8695474,3.8107094
9630,"Zwalm",50.8799184,3.7288705
9636,"Zwalm",50.8914349,3.6886649
9660,"Brakel",50.8027600,3.7638200
9661,"Brakel",50.7869363,3.7995092
9667,"Horebeke",50.8372000,3.6867200
9680,"Maarkedal",50.7992486,3.6442007
9681,"Maarkedal",50.7850270,3.5992870
9688,"Maarkedal",50.7927173,3.6864648
9690,"Kluisbergen",50.7784304,3.4935589
9700,"Oudenaarde",50.8469306,3.6014367
9750,"Zingem",50.9013629,3.6526704
9770,"Kruishoutem",50.9275809,3.5373587
9771,"Kruishoutem",50.8817600,3.5007791
9772,"Kruishoutem",50.8906636,3.5511916
9790,"Wortegem-Petegem",50.8500000,3.5000000
9800,"Deinze",50.9875406,3.5235857
9810,"Nazareth",50.9597659,3.5951408
9820,"Merelbeke",50.9945472,3.7455438
9830,"Sint-Martens-Latem",51.0135066,3.6287716
9831,"Sint-Martens-Latem",50.9930841,3.6137347
9840,"De Pinte",50.9917700,3.6493600
9850,"Nevele",51.0343330,3.5474482
9860,"Oosterzele",50.9467656,3.8155050
9870,"Zulte",50.9219215,3.4437734
9880,"Aalter",51.0769076,3.4323446
9881,"Aalter",51.0905235,3.5021788
9890,"Gavere",50.9283314,3.6599198
9900,"Eeklo",51.1852719,3.5638899
9910,"Knesselare",51.1389455,3.4127585
9920,"Lovendegem",51.1075935,3.6285575
9921,"Lovendegem",51.0881267,3.6399418
9930,"Zomergem",51.1148946,3.5611179
9931,"Zomergem",51.1519438,3.5471801
9932,"Zomergem",51.1322615,3.5515007
9940,"Evergem",51.1101028,3.7067231
9950,"Waarschoot",51.1515209,3.6061047
9960,"Assenede",51.2269806,3.7510157
9961,"Assenede",51.2516687,3.7098678
9968,"Assenede",51.2369900,3.6766481
9970,"Kaprijke",51.2230750,3.6186057
9971,"Kaprijke",51.1960228,3.6462946
9980,"Sint-Laureins",51.2361689,3.5329424
9981,"Sint-Laureins",51.2779475,3.5382307
9982,"Sint-Laureins",51.2555440,3.5853302
9988,"Sint-Laureins",51.2810850,3.6073664
9990,"Maldegem",51.2090820,3.4486611
9991,"Maldegem",51.1796950,3.4947081
9992,"Maldegem",51.2502880,3.4101213
